1.947000000000000119e-01,1.222299999999999942e+00,1.269000000000000128e-01,1.242999999999999938e-01,-6.253999999999999559e-01,-7.772999999999999909e-01,-6.724999999999999867e-01,-4.787000000000000144e-01,-2.306999999999999884e-01,8.060000000000000497e-02,6.740000000000000158e-02,1.167899999999999938e+00,-1.312000000000000111e-01,2.620000000000000107e-02,-7.905999999999999694e-01,-9.647000000000000020e-01,-4.097999999999999976e-01,-9.590999999999999526e-01,-3.809000000000000163e-01,-2.611999999999999877e-01,1.504999999999999949e-01,1.137100000000000000e+00,-1.519999999999999997e-02,5.829999999999999766e-02,-1.105399999999999938e+00,-1.038899999999999935e+00,-6.982000000000000428e-01,-1.349699999999999900e+00,-7.365000000000000435e-01,-4.514000000000000234e-01,1.093199999999999950e+00,3.264000000000000234e-01,0.000000000000000000e+00
1.852999999999999925e-01,-2.749800000000000022e+00,3.741999999999999771e-01,9.030000000000000526e-02,1.239500000000000046e+00,2.686900000000000066e+00,2.026899999999999924e+00,1.775300000000000100e+00,1.770899999999999919e+00,2.190599999999999881e+00,1.584500000000000020e+00,-6.982000000000000428e-01,1.981100000000000083e+00,1.730699999999999905e+00,-1.328999999999999904e-01,9.982999999999999652e-01,6.104000000000000536e-01,1.300999999999999934e-01,9.778999999999999915e-01,1.122300000000000075e+00,1.033800000000000052e+00,-2.117799999999999905e+00,1.542399999999999993e+00,1.051399999999999890e+00,8.274000000000000243e-01,1.818599999999999994e+00,1.578699999999999992e+00,1.909799999999999942e+00,1.861099999999999977e+00,1.315900000000000070e+00,6.790000000000000202e-02,-2.210999999999999910e-01,0.000000000000000000e+00
1.250999999999999890e+00,-1.121299999999999963e+00,1.060100000000000042e+00,1.143699999999999939e+00,-1.143399999999999972e+00,-4.727000000000000091e-01,-4.343000000000000194e-01,-1.474000000000000032e-01,1.460199999999999942e+00,-3.625999999999999779e-01,-6.010000000000000064e-02,-1.256899999999999906e+00,-1.514000000000000068e-01,2.469000000000000083e-01,-2.104999999999999927e-01,1.781999999999999973e-01,-3.779000000000000137e-01,5.248000000000000442e-01,1.072400000000000020e+00,5.304999999999999716e-01,9.206999999999999629e-01,-1.516199999999999992e+00,6.578000000000000513e-01,9.322000000000000286e-01,-1.137100000000000000e+00,-1.188000000000000028e-01,-5.413999999999999924e-01,5.435999999999999721e-01,1.500599999999999934e+00,-5.000000000000000104e-03,-1.884000000000000119e-01,-5.860999999999999543e-01,0.000000000000000000e+00
-1.886200000000000099e+00,-4.430999999999999939e-01,-1.735899999999999999e+00,-1.650800000000000045e+00,3.151199999999999779e+00,2.812300000000000022e+00,1.199400000000000022e+00,5.414999999999999813e-01,2.414000000000000146e+00,4.760299999999999976e+00,-3.498999999999999888e-01,-2.230999999999999928e-01,-3.723000000000000198e-01,-8.968000000000000416e-01,7.739000000000000323e-01,2.437699999999999978e+00,7.476000000000000423e-01,6.370999999999999996e-01,4.050500000000000433e+00,2.668400000000000105e+00,-1.432299999999999907e+00,-6.065000000000000391e-01,-1.431499999999999995e+00,-1.420800000000000063e+00,2.982000000000000206e+00,3.031099999999999905e+00,1.435599999999999987e+00,1.736299999999999955e+00,4.611299999999999955e+00,3.847399999999999931e+00,-4.447999999999999732e-01,-5.860999999999999543e-01,0.000000000000000000e+00
-1.387999999999999901e+00,-1.108999999999999986e-01,-1.272999999999999909e+00,-1.272199999999999998e+00,1.945500000000000007e+00,1.006599999999999939e+00,4.171000000000000263e-01,1.978999999999999926e-01,1.521600000000000064e+00,1.529400000000000093e+00,-9.607999999999999874e-01,-5.149000000000000243e-01,-8.477000000000000091e-01,-9.574000000000000288e-01,-3.563999999999999946e-01,2.081000000000000072e-01,-2.572999999999999732e-01,-5.234999999999999654e-01,8.519999999999999796e-02,-1.310000000000000053e-01,-1.295700000000000074e+00,9.059999999999999998e-02,-1.177300000000000013e+00,-1.128500000000000059e+00,1.194099999999999939e+00,1.060400000000000009e+00,5.893000000000000460e-01,6.050999999999999712e-01,1.560000000000000053e+00,7.684999999999999609e-01,-4.447999999999999732e-01,-4.036000000000000143e-01,0.000000000000000000e+00
-1.558300000000000018e+00,4.011000000000000121e-01,-1.437699999999999978e+00,-1.396500000000000075e+00,1.255300000000000082e+00,1.930299999999999905e+00,1.000699999999999923e+00,-4.059999999999999720e-02,3.654999999999999916e-01,2.701000000000000068e+00,-9.888000000000000123e-01,6.165000000000000480e-01,-1.015600000000000058e+00,-9.653000000000000469e-01,1.179999999999999938e-01,2.301800000000000068e+00,1.740199999999999969e+00,-1.504999999999999949e-01,-2.822999999999999954e-01,3.115600000000000147e+00,-1.389899999999999913e+00,1.730399999999999938e+00,-1.473899999999999988e+00,-1.175999999999999934e+00,1.872999999999999998e+00,4.189199999999999591e+00,3.828100000000000058e+00,9.345999999999999863e-01,1.543800000000000061e+00,5.461700000000000443e+00,1.605900000000000105e+00,3.064000000000000057e+00,0.000000000000000000e+00
-4.358000000000000207e-01,2.165999999999999870e-01,-5.636999999999999789e-01,-4.849999999999999867e-01,-1.643100000000000005e+00,-1.512100000000000000e+00,-1.738299999999999956e+00,-1.577599999999999891e+00,-1.448199999999999932e+00,-7.920000000000000373e-01,-7.245000000000000329e-01,-1.643000000000000016e-01,-8.202000000000000401e-01,-6.201999999999999735e-01,-9.256999999999999673e-01,-1.243200000000000083e+00,-1.426199999999999912e+00,-1.368900000000000006e+00,-6.238000000000000211e-01,-4.934999999999999942e-01,-4.242000000000000215e-01,6.097000000000000197e-01,-5.666999999999999815e-01,-4.289000000000000035e-01,-1.168800000000000061e+00,-1.265400000000000080e+00,-1.660099999999999909e+00,-1.728499999999999925e+00,-3.705999999999999850e-01,-2.928000000000000047e-01,-4.447999999999999732e-01,-5.860999999999999543e-01,0.000000000000000000e+00
-5.114999999999999547e-01,-1.017500000000000071e+00,-5.218000000000000416e-01,-5.325999999999999623e-01,-4.501000000000000001e-01,-2.676000000000000045e-01,-8.002000000000000224e-01,-6.108999999999999986e-01,-3.138000000000000234e-01,-2.637999999999999790e-01,-3.169000000000000150e-01,-5.473000000000000087e-01,-3.179000000000000159e-01,-3.360000000000000209e-01,-3.430000000000000271e-01,5.231000000000000094e-01,-6.205000000000000515e-01,-4.220999999999999752e-01,-5.489999999999999741e-02,7.159999999999999698e-02,-1.345000000000000084e-01,-4.779999999999999805e-01,-1.262000000000000066e-01,-1.749999999999999889e-01,-1.955999999999999961e-01,1.186099999999999932e+00,-2.260999999999999954e-01,5.600000000000000117e-02,7.689000000000000279e-01,6.562000000000000055e-01,-7.523999999999999577e-01,-5.860999999999999543e-01,0.000000000000000000e+00
-4.894000000000000017e-01,3.804000000000000159e-01,-5.171000000000000041e-01,-5.278000000000000469e-01,-1.488499999999999934e+00,-8.449999999999999734e-01,-8.024999999999999911e-01,-9.766000000000000236e-01,-2.957000000000000184e-01,-1.284499999999999975e+00,-6.477000000000000535e-01,-3.709000000000000075e-01,-6.202999999999999625e-01,-7.020999999999999464e-01,9.943999999999999506e-01,-3.799999999999999992e-03,4.567999999999999838e-01,8.633999999999999453e-01,9.550999999999999490e-01,-5.141000000000000014e-01,-9.777000000000000135e-01,-4.153999999999999915e-01,-9.760999999999999677e-01,-8.948000000000000398e-01,-1.395100000000000007e+00,-1.040100000000000025e+00,-1.166199999999999903e+00,-1.461699999999999999e+00,-5.583000000000000185e-01,-1.305800000000000072e+00,-9.574000000000000288e-01,-5.860999999999999543e-01,0.000000000000000000e+00
-8.582999999999999519e-01,-5.008000000000000229e-01,-9.352000000000000313e-01,-8.057999999999999607e-01,-3.256000000000000005e-01,-1.406400000000000095e+00,-1.160900000000000043e+00,-1.007500000000000062e+00,-1.238699999999999912e+00,-4.833000000000000074e-01,-4.238000000000000100e-01,-6.389999999999999847e-02,-4.867000000000000215e-01,-5.183999999999999719e-01,-3.607000000000000206e-01,-1.110700000000000021e+00,-9.986000000000000432e-01,-7.354000000000000536e-01,-6.756999999999999673e-01,-9.842999999999999527e-01,-4.525000000000000133e-01,1.152999999999999997e-01,-5.806000000000000050e-01,-4.492999999999999772e-01,1.121999999999999942e-01,-1.072100000000000053e+00,-8.275000000000000133e-01,-3.854000000000000203e-01,-2.612999999999999767e-01,-4.032000000000000028e-01,-9.062000000000000055e-01,-5.860999999999999543e-01,0.000000000000000000e+00
